Year,UNIT_MEASURE,Административна област,Пол,Религија,Value
2013,Број,Град Градишка,Оба пола,Друге религије,321
2013,Број,Град Градишка,M,Друге религије,168
2013,Број,Град Градишка,Ж,Друге религије,153
2013,Број,Град Дервента,Оба пола,Друге религије,141
2013,Број,Град Дервента,M,Друге религије,67
2013,Број,Град Дервента,Ж,Друге религије,74
2013,Број,Град Добој,Оба пола,Друге религије,845
2013,Број,Град Добој,M,Друге религије,412
2013,Број,Град Добој,Ж,Друге религије,433
2013,Број,Доњи Жабар,Оба пола,Друге религије,21
2013,Број,Доњи Жабар,M,Друге религије,8
2013,Број,Доњи Жабар,Ж,Друге религије,13
2013,Број,Град Зворник,Оба пола,Друге религије,186
2013,Број,Град Зворник,M,Друге религије,90
2013,Број,Град Зворник,Ж,Друге религије,96
2013,Број,Источна Илиџа,Оба пола,Друге религије,28
2013,Број,Источна Илиџа,M,Друге религије,18
2013,Број,Источна Илиџа,Ж,Друге религије,10
2013,Број,Источни Дрвар,Оба пола,Друге религије,0
2013,Број,Источни Дрвар,M,Друге религије,0
2013,Број,Источни Дрвар,Ж,Друге религије,0
2013,Број,Источни Мостар,Оба пола,Друге религије,1
2013,Број,Источни Мостар,M,Друге религије,1
2013,Број,Источни Мостар,Ж,Друге религије,0
2013,Број,Источни Стари Град,Оба пола,Друге религије,5
2013,Број,Источни Стари Град,M,Друге религије,2
2013,Број,Источни Стари Град,Ж,Друге религије,3
2013,Број,Источно Ново Сарајево,Оба пола,Друге религије,16
2013,Број,Источно Ново Сарајево,M,Друге религије,10
2013,Број,Источно Ново Сарајево,Ж,Друге религије,6
2013,Број,Језеро,Оба пола,Друге религије,0
2013,Број,Језеро,M,Друге религије,0
2013,Број,Језеро,Ж,Друге религије,0
2013,Број,Калиновик,Оба пола,Друге религије,3
2013,Број,Калиновик,M,Друге религије,2
2013,Број,Калиновик,Ж,Друге религије,1
2013,Број,Кнежево,Оба пола,Друге религије,68
2013,Број,Кнежево,M,Друге религије,29
2013,Број,Кнежево,Ж,Друге религије,39
2013,Број,Козарска Дубица,Оба пола,Друге религије,83
2013,Број,Козарска Дубица,M,Друге религије,37
2013,Број,Козарска Дубица,Ж,Друге религије,46
2013,Број,Костајница,Оба пола,Друге религије,13
2013,Број,Костајница,M,Друге религије,9
2013,Број,Костајница,Ж,Друге религије,4
2013,Број,Котор Варош,Оба пола,Друге религије,236
2013,Број,Котор Варош,M,Друге религије,120
2013,Број,Котор Варош,Ж,Друге религије,116
2013,Број,Крупа на Уни,Оба пола,Друге религије,0
2013,Број,Крупа на Уни,M,Друге религије,0
2013,Број,Крупа на Уни,Ж,Друге религије,0
2013,Број,Купрес,Оба пола,Друге религије,0
2013,Број,Купрес,M,Друге религије,0
2013,Број,Купрес,Ж,Друге религије,0
2013,Број,Лакташи,Оба пола,Друге религије,278
2013,Број,Лакташи,M,Друге религије,147
2013,Број,Лакташи,Ж,Друге религије,131
2013,Број,Лопаре,Оба пола,Друге религије,1
2013,Број,Лопаре,M,Друге религије,0
2013,Број,Лопаре,Ж,Друге религије,1
2013,Број,Љубиње,Оба пола,Друге религије,1
2013,Број,Љубиње,M,Друге религије,1
2013,Број,Љубиње,Ж,Друге религије,0
2013,Број,Милићи,Оба пола,Друге религије,34
2013,Број,Милићи,M,Друге религије,19
2013,Број,Милићи,Ж,Друге религије,15
2013,Број,Модрича,Оба пола,Друге религије,211
2013,Број,Модрича,M,Друге религије,98
2013,Број,Модрича,Ж,Друге религије,113
2013,Број,Мркоњић Град,Оба пола,Друге религије,9
2013,Број,Мркоњић Град,M,Друге религије,6
2013,Број,Мркоњић Град,Ж,Друге религије,3
2013,Број,Невесиње,Оба пола,Друге религије,8
2013,Број,Невесиње,M,Друге религије,4
2013,Број,Невесиње,Ж,Друге религије,4
2013,Број,Нови Град,Оба пола,Друге религије,134
2013,Број,Нови Град,M,Друге религије,60
2013,Број,Нови Град,Ж,Друге религије,74
2013,Број,Ново Горажде,Оба пола,Друге религије,19
2013,Број,Ново Горажде,M,Друге религије,9
2013,Број,Ново Горажде,Ж,Друге религије,10
2013,Број,Осмаци,Оба пола,Друге религије,41
2013,Број,Осмаци,M,Друге религије,26
2013,Број,Осмаци,Ж,Друге религије,15
2013,Број,Оштра Лука,Оба пола,Друге религије,23
2013,Број,Оштра Лука,M,Друге религије,15
2013,Број,Оштра Лука,Ж,Друге религије,8
2013,Број,Пале,Оба пола,Друге религије,53
2013,Број,Пале,M,Друге религије,24
2013,Број,Пале,Ж,Друге религије,29
2013,Број,Пелагићево,Оба пола,Друге религије,5
2013,Број,Пелагићево,M,Друге религије,3
2013,Број,Пелагићево,Ж,Друге религије,2
2013,Број,Петровац,Оба пола,Друге религије,0
2013,Број,Петровац,M,Друге религије,0
2013,Број,Петровац,Ж,Друге религије,0
2013,Број,Петрово,Оба пола,Друге религије,20
2013,Број,Петрово,M,Друге религије,8
2013,Број,Петрово,Ж,Друге религије,12
2013,Број,Град Приједор,Оба пола,Друге религије,1506
2013,Број,Град Приједор,M,Друге религије,722
2013,Број,Град Приједор,Ж,Друге религије,784
2013,Број,Прњавор,Оба пола,Друге религије,611
2013,Број,Прњавор,M,Друге религије,317
2013,Број,Прњавор,Ж,Друге религије,294
2013,Број,Рибник,Оба пола,Друге религије,12
2013,Број,Рибник,M,Друге религије,8
2013,Број,Рибник,Ж,Друге религије,4
2013,Број,Рогатица,Оба пола,Друге религије,48
2013,Број,Рогатица,M,Друге религије,21
2013,Број,Рогатица,Ж,Друге религије,27
2013,Број,Рудо,Оба пола,Друге религије,0
2013,Број,Рудо,M,Друге религије,0
2013,Број,Рудо,Ж,Друге религије,0
2013,Број,Соколац,Оба пола,Друге религије,30
2013,Број,Соколац,M,Друге религије,16
2013,Број,Соколац,Ж,Друге религије,14
2013,Број,Србац,Оба пола,Друге религије,95
2013,Број,Србац,M,Друге религије,50
2013,Број,Србац,Ж,Друге религије,45
2013,Број,Сребреница,Оба пола,Друге религије,72
2013,Број,Сребреница,M,Друге религије,36
2013,Број,Сребреница,Ж,Друге религије,36
2013,Број,Теслић,Оба пола,Друге религије,316
2013,Број,Теслић,M,Друге религије,148
2013,Број,Теслић,Ж,Друге религије,168
2013,Број,Град Требиње,Оба пола,Друге религије,95
2013,Број,Град Требиње,M,Друге религије,42
2013,Број,Град Требиње,Ж,Друге религије,53
2013,Број,Трново,Оба пола,Друге религије,17
2013,Број,Трново,M,Друге религије,9
2013,Број,Трново,Ж,Друге религије,8
2013,Број,Угљевик,Оба пола,Друге религије,2
2013,Број,Угљевик,M,Друге религије,1
2013,Број,Угљевик,Ж,Друге религије,1
2013,Број,Фоча,Оба пола,Друге религије,104
2013,Број,Фоча,M,Друге религије,53
2013,Број,Фоча,Ж,Друге религије,51
2013,Број,Хан Пијесак,Оба пола,Друге религије,5
2013,Број,Хан Пијесак,M,Друге религије,3
2013,Број,Хан Пијесак,Ж,Друге религије,2
2013,Број,Чајниче,Оба пола,Друге религије,16
2013,Број,Чајниче,M,Друге религије,7
2013,Број,Чајниче,Ж,Друге религије,9
2013,Број,Челинац,Оба пола,Друге религије,44
2013,Број,Челинац,M,Друге религије,20
2013,Број,Челинац,Ж,Друге религије,24
2013,Број,Шамац,Оба пола,Друге религије,144
2013,Број,Шамац,M,Друге религије,68
2013,Број,Шамац,Ж,Друге религије,76
2013,Број,Шековићи,Оба пола,Друге религије,1
2013,Број,Шековићи,M,Друге религије,1
2013,Број,Шековићи,Ж,Друге религије,0
2013,Број,Шипово,Оба пола,Друге религије,32
2013,Број,Шипово,M,Друге религије,17
2013,Број,Шипово,Ж,Друге религије,15
2013,Број,Република Српска,Оба пола,Неопредијељен,8028
2013,Број,Република Српска,M,Неопредијељен,3554
2013,Број,Република Српска,Ж,Неопредијељен,4474
2013,Број,Град Бања Лука,Оба пола,Неопредијељен,2684
2013,Број,Град Бања Лука,M,Неопредијељен,1186
2013,Број,Град Бања Лука,Ж,Неопредијељен,1498
2013,Број,Берковићи,Оба пола,Неопредијељен,1
2013,Број,Берковићи,M,Неопредијељен,1
2013,Број,Берковићи,Ж,Неопредијељен,0
2013,Број,Град Бијељина,Оба пола,Неопредијељен,716
2013,Број,Град Бијељина,M,Неопредијељен,307
2013,Број,Град Бијељина,Ж,Неопредијељен,409
2013,Број,Билећа,Оба пола,Неопредијељен,30
2013,Број,Билећа,M,Неопредијељен,14
2013,Број,Билећа,Ж,Неопредијељен,16
2013,Број,Братунац,Оба пола,Неопредијељен,21
2013,Број,Братунац,M,Неопредијељен,9
2013,Број,Братунац,Ж,Неопредијељен,12
2013,Број,Брод,Оба пола,Неопредијељен,160
2013,Број,Брод,M,Неопредијељен,60
2013,Број,Брод,Ж,Неопредијељен,100
2013,Број,Вишеград,Оба пола,Неопредијељен,18
2013,Број,Вишеград,M,Неопредијељен,9
2013,Број,Вишеград,Ж,Неопредијељен,9
2013,Број,Власеница,Оба пола,Неопредијељен,16
2013,Број,Власеница,M,Неопредијељен,8
2013,Број,Власеница,Ж,Неопредијељен,8
2013,Број,Вукосавље,Оба пола,Неопредијељен,33
2013,Број,Вукосавље,M,Неопредијељен,16
2013,Број,Вукосавље,Ж,Неопредијељен,17
2013,Број,Гацко,Оба пола,Неопредијељен,6
2013,Број,Гацко,M,Неопредијељен,1
2013,Број,Гацко,Ж,Неопредијељен,5
2013,Број,Град Градишка,Оба пола,Неопредијељен,375
2013,Број,Град Градишка,M,Неопредијељен,155
2013,Број,Град Градишка,Ж,Неопредијељен,220
2013,Број,Град Дервента,Оба пола,Неопредијељен,256
2013,Број,Град Дервента,M,Неопредијељен,125
2013,Број,Град Дервента,Ж,Неопредијељен,131
2013,Број,Град Добој,Оба пола,Неопредијељен,526
2013,Број,Град Добој,M,Неопредијељен,271
2013,Број,Град Добој,Ж,Неопредијељен,255
2013,Број,Доњи Жабар,Оба пола,Неопредијељен,6
2013,Број,Доњи Жабар,M,Неопредијељен,2
2013,Број,Доњи Жабар,Ж,Неопредијељен,4
2013,Број,Град Зворник,Оба пола,Неопредијељен,67
2013,Број,Град Зворник,M,Неопредијељен,31
2013,Број,Град Зворник,Ж,Неопредијељен,36
2013,Број,Источна Илиџа,Оба пола,Неопредијељен,92
2013,Број,Источна Илиџа,M,Неопредијељен,41
2013,Број,Источна Илиџа,Ж,Неопредијељен,51
2013,Број,Источни Дрвар,Оба пола,Неопредијељен,0
2013,Број,Источни Дрвар,M,Неопредијељен,0
2013,Број,Источни Дрвар,Ж,Неопредијељен,0
2013,Број,Источни Мостар,Оба пола,Неопредијељен,0
2013,Број,Источни Мостар,M,Неопредијељен,0
2013,Број,Источни Мостар,Ж,Неопредијељен,0
2013,Број,Источни Стари Град,Оба пола,Неопредијељен,6
2013,Број,Источни Стари Град,M,Неопредијељен,5
2013,Број,Источни Стари Град,Ж,Неопредијељен,1
2013,Број,Источно Ново Сарајево,Оба пола,Неопредијељен,56
2013,Број,Источно Ново Сарајево,M,Неопредијељен,24
2013,Број,Источно Ново Сарајево,Ж,Неопредијељен,32
2013,Број,Језеро,Оба пола,Неопредијељен,0
2013,Број,Језеро,M,Неопредијељен,0
2013,Број,Језеро,Ж,Неопредијељен,0
2013,Број,Калиновик,Оба пола,Неопредијељен,5
2013,Број,Калиновик,M,Неопредијељен,4
2013,Број,Калиновик,Ж,Неопредијељен,1
2013,Број,Кнежево,Оба пола,Неопредијељен,4
2013,Број,Кнежево,M,Неопредијељен,3
2013,Број,Кнежево,Ж,Неопредијељен,1
2013,Број,Козарска Дубица,Оба пола,Неопредијељен,178
2013,Број,Козарска Дубица,M,Неопредијељен,77
2013,Број,Козарска Дубица,Ж,Неопредијељен,101
2013,Број,Костајница,Оба пола,Неопредијељен,67
2013,Број,Костајница,M,Неопредијељен,26
2013,Број,Костајница,Ж,Неопредијељен,41
2013,Број,Котор Варош,Оба пола,Неопредијељен,107
2013,Број,Котор Варош,M,Неопредијељен,45
2013,Број,Котор Варош,Ж,Неопредијељен,62
2013,Број,Крупа на Уни,Оба пола,Неопредијељен,0
2013,Број,Крупа на Уни,M,Неопредијељен,0
2013,Број,Крупа на Уни,Ж,Неопредијељен,0
2013,Број,Купрес,Оба пола,Неопредијељен,1
2013,Број,Купрес,M,Неопредијељен,1
2013,Број,Купрес,Ж,Неопредијељен,0
2013,Број,Лакташи,Оба пола,Неопредијељен,239
2013,Број,Лакташи,M,Неопредијељен,112
2013,Број,Лакташи,Ж,Неопредијељен,127
2013,Број,Лопаре,Оба пола,Неопредијељен,22
2013,Број,Лопаре,M,Неопредијељен,6
2013,Број,Лопаре,Ж,Неопредијељен,16
2013,Број,Љубиње,Оба пола,Неопредијељен,3
2013,Број,Љубиње,M,Неопредијељен,2
2013,Број,Љубиње,Ж,Неопредијељен,1
2013,Број,Милићи,Оба пола,Неопредијељен,10
2013,Број,Милићи,M,Неопредијељен,3
2013,Број,Милићи,Ж,Неопредијељен,7
2013,Број,Модрича,Оба пола,Неопредијељен,151
2013,Број,Модрича,M,Неопредијељен,64
2013,Број,Модрича,Ж,Неопредијељен,87
2013,Број,Мркоњић Град,Оба пола,Неопредијељен,37
2013,Број,Мркоњић Град,M,Неопредијељен,16
2013,Број,Мркоњић Град,Ж,Неопредијељен,21
2013,Број,Невесиње,Оба пола,Неопредијељен,14
2013,Број,Невесиње,M,Неопредијељен,6
2013,Број,Невесиње,Ж,Неопредијељен,8
2013,Број,Нови Град,Оба пола,Неопредијељен,134
2013,Број,Нови Град,M,Неопредијељен,58
2013,Број,Нови Град,Ж,Неопредијељен,76
2013,Број,Ново Горажде,Оба пола,Неопредијељен,5
2013,Број,Ново Горажде,M,Неопредијељен,3
2013,Број,Ново Горажде,Ж,Неопредијељен,2
2013,Број,Осмаци,Оба пола,Неопредијељен,1
2013,Број,Осмаци,M,Неопредијељен,1
2013,Број,Осмаци,Ж,Неопредијељен,0
2013,Број,Оштра Лука,Оба пола,Неопредијељен,13
2013,Број,Оштра Лука,M,Неопредијељен,5
2013,Број,Оштра Лука,Ж,Неопредијељен,8
2013,Број,Пале,Оба пола,Неопредијељен,56
2013,Број,Пале,M,Неопредијељен,22
2013,Број,Пале,Ж,Неопредијељен,34
2013,Број,Пелагићево,Оба пола,Неопредијељен,2
2013,Број,Пелагићево,M,Неопредијељен,0
2013,Број,Пелагићево,Ж,Неопредијељен,2
2013,Број,Петровац,Оба пола,Неопредијељен,0
2013,Број,Петровац,M,Неопредијељен,0
2013,Број,Петровац,Ж,Неопредијељен,0
2013,Број,Петрово,Оба пола,Неопредијељен,19
2013,Број,Петрово,M,Неопредијељен,9
2013,Број,Петрово,Ж,Неопредијељен,10
2013,Број,Град Приједор,Оба пола,Неопредијељен,784
2013,Број,Град Приједор,M,Неопредијељен,325
2013,Број,Град Приједор,Ж,Неопредијељен,459
2013,Број,Прњавор,Оба пола,Неопредијељен,223
2013,Број,Прњавор,M,Неопредијељен,98
2013,Број,Прњавор,Ж,Неопредијељен,125
2013,Број,Рибник,Оба пола,Неопредијељен,3
2013,Број,Рибник,M,Неопредијељен,1
2013,Број,Рибник,Ж,Неопредијељен,2
2013,Број,Рогатица,Оба пола,Неопредијељен,7
2013,Број,Рогатица,M,Неопредијељен,4
2013,Број,Рогатица,Ж,Неопредијељен,3
2013,Број,Рудо,Оба пола,Неопредијељен,3
2013,Број,Рудо,M,Неопредијељен,2
2013,Број,Рудо,Ж,Неопредијељен,1
2013,Број,Соколац,Оба пола,Неопредијељен,20
2013,Број,Соколац,M,Неопредијељен,9
2013,Број,Соколац,Ж,Неопредијељен,11
2013,Број,Србац,Оба пола,Неопредијељен,95
2013,Број,Србац,M,Неопредијељен,46
2013,Број,Србац,Ж,Неопредијељен,49
2013,Број,Сребреница,Оба пола,Неопредијељен,22
2013,Број,Сребреница,M,Неопредијељен,10
2013,Број,Сребреница,Ж,Неопредијељен,12
2013,Број,Теслић,Оба пола,Неопредијељен,309
2013,Број,Теслић,M,Неопредијељен,136
2013,Број,Теслић,Ж,Неопредијељен,173
2013,Број,Град Требиње,Оба пола,Неопредијељен,170
2013,Број,Град Требиње,M,Неопредијељен,75
2013,Број,Град Требиње,Ж,Неопредијељен,95
2013,Број,Трново,Оба пола,Неопредијељен,4
2013,Број,Трново,M,Неопредијељен,3
2013,Број,Трново,Ж,Неопредијељен,1
2013,Број,Угљевик,Оба пола,Неопредијељен,23
2013,Број,Угљевик,M,Неопредијељен,11
2013,Број,Угљевик,Ж,Неопредијељен,12
2013,Број,Фоча,Оба пола,Неопредијељен,27
2013,Број,Фоча,M,Неопредијељен,13
2013,Број,Фоча,Ж,Неопредијељен,14
2013,Број,Хан Пијесак,Оба пола,Неопредијељен,0
2013,Број,Хан Пијесак,M,Неопредијељен,0
2013,Број,Хан Пијесак,Ж,Неопредијељен,0
2013,Број,Чајниче,Оба пола,Неопредијељен,1
2013,Број,Чајниче,M,Неопредијељен,1
2013,Број,Чајниче,Ж,Неопредијељен,0
2013,Број,Челинац,Оба пола,Неопредијељен,30
2013,Број,Челинац,M,Неопредијељен,15
2013,Број,Челинац,Ж,Неопредијељен,15
2013,Број,Шамац,Оба пола,Неопредијељен,147
2013,Број,Шамац,M,Неопредијељен,64
2013,Број,Шамац,Ж,Неопредијељен,83
2013,Број,Шековићи,Оба пола,Неопредијељен,4
2013,Број,Шековићи,M,Неопредијељен,3
2013,Број,Шековићи,Ж,Неопредијељен,1
2013,Број,Шипово,Оба пола,Неопредијељен,19
2013,Број,Шипово,M,Неопредијељен,10
2013,Број,Шипово,Ж,Неопредијељен,9
2013,Број,Република Српска,Оба пола,Непозната религија,2065
2013,Број,Република Српска,M,Непозната религија,963
2013,Број,Република Српска,Ж,Непозната религија,1102
2013,Број,Град Бања Лука,Оба пола,Непозната религија,357
2013,Број,Град Бања Лука,M,Непозната религија,173
2013,Број,Град Бања Лука,Ж,Непозната религија,184
2013,Број,Берковићи,Оба пола,Непозната религија,1
2013,Број,Берковићи,M,Непозната религија,0
2013,Број,Берковићи,Ж,Непозната религија,1
2013,Број,Град Бијељина,Оба пола,Непозната религија,102
2013,Број,Град Бијељина,M,Непозната религија,44
2013,Број,Град Бијељина,Ж,Непозната религија,58
2013,Број,Билећа,Оба пола,Непозната религија,12
2013,Број,Билећа,M,Непозната религија,4
2013,Број,Билећа,Ж,Непозната религија,8
2013,Број,Братунац,Оба пола,Непозната религија,40
2013,Број,Братунац,M,Непозната религија,16
2013,Број,Братунац,Ж,Непозната религија,24
2013,Број,Брод,Оба пола,Непозната религија,32
2013,Број,Брод,M,Непозната религија,12
2013,Број,Брод,Ж,Непозната религија,20
2013,Број,Вишеград,Оба пола,Непозната религија,179
2013,Број,Вишеград,M,Непозната религија,4
2013,Број,Вишеград,Ж,Непозната религија,175
2013,Број,Власеница,Оба пола,Непозната религија,21
2013,Број,Власеница,M,Непозната религија,10
2013,Број,Власеница,Ж,Непозната религија,11
2013,Број,Вукосавље,Оба пола,Непозната религија,14
2013,Број,Вукосавље,M,Непозната религија,3
2013,Број,Вукосавље,Ж,Непозната религија,11
2013,Број,Гацко,Оба пола,Непозната религија,7
2013,Број,Гацко,M,Непозната религија,2
2013,Број,Гацко,Ж,Непозната религија,5
2013,Број,Град Градишка,Оба пола,Непозната религија,46
2013,Број,Град Градишка,M,Непозната религија,21
2013,Број,Град Градишка,Ж,Непозната религија,25
2013,Број,Град Дервента,Оба пола,Непозната религија,47
2013,Број,Град Дервента,M,Непозната религија,21
2013,Број,Град Дервента,Ж,Непозната религија,26
2013,Број,Град Добој,Оба пола,Непозната религија,160
2013,Број,Град Добој,M,Непозната религија,64
2013,Број,Град Добој,Ж,Непозната религија,96
2013,Број,Доњи Жабар,Оба пола,Непозната религија,2
2013,Број,Доњи Жабар,M,Непозната религија,1
2013,Број,Доњи Жабар,Ж,Непозната религија,1
2013,Број,Град Зворник,Оба пола,Непозната религија,98
2013,Број,Град Зворник,M,Непозната религија,39
2013,Број,Град Зворник,Ж,Непозната религија,59
2013,Број,Источна Илиџа,Оба пола,Непозната религија,10
2013,Број,Источна Илиџа,M,Непозната религија,5
2013,Број,Источна Илиџа,Ж,Непозната религија,5
2013,Број,Источни Дрвар,Оба пола,Непозната религија,0
2013,Број,Источни Дрвар,M,Непозната религија,0
2013,Број,Источни Дрвар,Ж,Непозната религија,0
2013,Број,Источни Мостар,Оба пола,Непозната религија,2
2013,Број,Источни Мостар,M,Непозната религија,1
2013,Број,Источни Мостар,Ж,Непозната религија,1
2013,Број,Источни Стари Град,Оба пола,Непозната религија,2
2013,Број,Источни Стари Град,M,Непозната религија,1
2013,Број,Источни Стари Град,Ж,Непозната религија,1
2013,Број,Источно Ново Сарајево,Оба пола,Непозната религија,3
2013,Број,Источно Ново Сарајево,M,Непозната религија,0
2013,Број,Источно Ново Сарајево,Ж,Непозната религија,3
2013,Број,Језеро,Оба пола,Непозната религија,2
2013,Број,Језеро,M,Непозната религија,1
2013,Број,Језеро,Ж,Непозната религија,1
2013,Број,Калиновик,Оба пола,Непозната религија,0
2013,Број,Калиновик,M,Непозната религија,0
2013,Број,Калиновик,Ж,Непозната религија,0
2013,Број,Кнежево,Оба пола,Непозната религија,5
2013,Број,Кнежево,M,Непозната религија,3
2013,Број,Кнежево,Ж,Непозната религија,2
2013,Број,Козарска Дубица,Оба пола,Непозната религија,18
2013,Број,Козарска Дубица,M,Непозната религија,11
2013,Број,Козарска Дубица,Ж,Непозната религија,7
2013,Број,Костајница,Оба пола,Непозната религија,1
2013,Број,Костајница,M,Непозната религија,1
2013,Број,Костајница,Ж,Непозната религија,0
2013,Број,Котор Варош,Оба пола,Непозната религија,21
2013,Број,Котор Варош,M,Непозната религија,15
2013,Број,Котор Варош,Ж,Непозната религија,6
2013,Број,Крупа на Уни,Оба пола,Непозната религија,1
2013,Број,Крупа на Уни,M,Непозната религија,0
2013,Број,Крупа на Уни,Ж,Непозната религија,1
2013,Број,Купрес,Оба пола,Непозната религија,0
2013,Број,Купрес,M,Непозната религија,0
2013,Број,Купрес,Ж,Непозната религија,0
2013,Број,Лакташи,Оба пола,Непозната религија,48
2013,Број,Лакташи,M,Непозната религија,21
2013,Број,Лакташи,Ж,Непозната религија,27
2013,Број,Лопаре,Оба пола,Непозната религија,13
2013,Број,Лопаре,M,Непозната религија,6
2013,Број,Лопаре,Ж,Непозната религија,7
2013,Број,Љубиње,Оба пола,Непозната религија,2
2013,Број,Љубиње,M,Непозната религија,1
2013,Број,Љубиње,Ж,Непозната религија,1
2013,Број,Милићи,Оба пола,Непозната религија,8
2013,Број,Милићи,M,Непозната религија,3
2013,Број,Милићи,Ж,Непозната религија,5
2013,Број,Модрича,Оба пола,Непозната религија,125
2013,Број,Модрича,M,Непозната религија,66
2013,Број,Модрича,Ж,Непозната религија,59
2013,Број,Мркоњић Град,Оба пола,Непозната религија,13
2013,Број,Мркоњић Град,M,Непозната религија,7
2013,Број,Мркоњић Град,Ж,Непозната религија,6
2013,Број,Невесиње,Оба пола,Непозната религија,7
2013,Број,Невесиње,M,Непозната религија,2
2013,Број,Невесиње,Ж,Непозната религија,5
2013,Број,Нови Град,Оба пола,Непозната религија,26
2013,Број,Нови Град,M,Непозната религија,14
2013,Број,Нови Град,Ж,Непозната религија,12
2013,Број,Ново Горажде,Оба пола,Непозната религија,7
2013,Број,Ново Горажде,M,Непозната религија,3
2013,Број,Ново Горажде,Ж,Непозната религија,4
2013,Број,Осмаци,Оба пола,Непозната религија,4
2013,Број,Осмаци,M,Непозната религија,2
2013,Број,Осмаци,Ж,Непозната религија,2
2013,Број,Оштра Лука,Оба пола,Непозната религија,3
2013,Број,Оштра Лука,M,Непозната религија,2
2013,Број,Оштра Лука,Ж,Непозната религија,1
2013,Број,Пале,Оба пола,Непозната религија,11
2013,Број,Пале,M,Непозната религија,7
2013,Број,Пале,Ж,Непозната религија,4
2013,Број,Пелагићево,Оба пола,Непозната религија,5
2013,Број,Пелагићево,M,Непозната религија,1
2013,Број,Пелагићево,Ж,Непозната религија,4
2013,Број,Петровац,Оба пола,Непозната религија,0
2013,Број,Петровац,M,Непозната религија,0
2013,Број,Петровац,Ж,Непозната религија,0
2013,Број,Петрово,Оба пола,Непозната религија,4
2013,Број,Петрово,M,Непозната религија,2
2013,Број,Петрово,Ж,Непозната религија,2
2013,Број,Град Приједор,Оба пола,Непозната религија,374
2013,Број,Град Приједор,M,Непозната религија,257
2013,Број,Град Приједор,Ж,Непозната религија,117
2013,Број,Прњавор,Оба пола,Непозната религија,31
2013,Број,Прњавор,M,Непозната религија,13
2013,Број,Прњавор,Ж,Непозната религија,18
2013,Број,Рибник,Оба пола,Непозната религија,2
2013,Број,Рибник,M,Непозната религија,2
2013,Број,Рибник,Ж,Непозната религија,0
2013,Број,Рогатица,Оба пола,Непозната религија,4
2013,Број,Рогатица,M,Непозната религија,3
2013,Број,Рогатица,Ж,Непозната религија,1
2013,Број,Рудо,Оба пола,Непозната религија,4
2013,Број,Рудо,M,Непозната религија,0
2013,Број,Рудо,Ж,Непозната религија,4
2013,Број,Соколац,Оба пола,Непозната религија,14
2013,Број,Соколац,M,Непозната религија,3
2013,Број,Соколац,Ж,Непозната религија,11
2013,Број,Србац,Оба пола,Непозната религија,28
2013,Број,Србац,M,Непозната религија,13
2013,Број,Србац,Ж,Непозната религија,15
2013,Број,Сребреница,Оба пола,Непозната религија,20
2013,Број,Сребреница,M,Непозната религија,14
2013,Број,Сребреница,Ж,Непозната религија,6
2013,Број,Теслић,Оба пола,Непозната религија,43
2013,Број,Теслић,M,Непозната религија,21
2013,Број,Теслић,Ж,Непозната религија,22
2013,Број,Град Требиње,Оба пола,Непозната религија,14
2013,Број,Град Требиње,M,Непозната религија,8
2013,Број,Град Требиње,Ж,Непозната религија,6
2013,Број,Трново,Оба пола,Непозната религија,0
2013,Број,Трново,M,Непозната религија,0
2013,Број,Трново,Ж,Непозната религија,0
2013,Број,Угљевик,Оба пола,Непозната религија,13
2013,Број,Угљевик,M,Непозната религија,11
2013,Број,Угљевик,Ж,Непозната религија,2
2013,Број,Фоча,Оба пола,Непозната религија,12
2013,Број,Фоча,M,Непозната религија,6
2013,Број,Фоча,Ж,Непозната религија,6
2013,Број,Хан Пијесак,Оба пола,Непозната религија,0
2013,Број,Хан Пијесак,M,Непозната религија,0
2013,Број,Хан Пијесак,Ж,Непозната религија,0
2013,Број,Чајниче,Оба пола,Непозната религија,4
2013,Број,Чајниче,M,Непозната религија,1
2013,Број,Чајниче,Ж,Непозната религија,3
2013,Број,Челинац,Оба пола,Непозната религија,10
2013,Број,Челинац,M,Непозната религија,4
2013,Број,Челинац,Ж,Непозната религија,6
2013,Број,Шамац,Оба пола,Непозната религија,18
2013,Број,Шамац,M,Непозната религија,10
2013,Број,Шамац,Ж,Непозната религија,8
2013,Број,Шековићи,Оба пола,Непозната религија,9
2013,Број,Шековићи,M,Непозната религија,4
2013,Број,Шековићи,Ж,Непозната религија,5
2013,Број,Шипово,Оба пола,Непозната религија,6
2013,Број,Шипово,M,Непозната религија,4
2013,Број,Шипово,Ж,Непозната религија,2
